PMID	PMCD	PMDE0	MKTPGIN	PMSTPDID	PMSTDT	PMENPDID	PMENDT	SDCD0	PMSTCD	PMTYID	PMTYDE
460	AD 	ALBERTA DENTURIST MEETING	N	20140618	6/18/2014	20140630	6/30/2014	AAL	C	6	Show Special
461	DG 	JULY 2014 DENTAL FLYER	N	20140701	7/1/2014	20140731	7/31/2014	AAD	C	8	Monthly Sales Flyer
462	MG 	JULY/AUGUST 2014 MEDICAL FLYER	N	20140701	7/1/2014	20140831	8/31/2014	AAM	C	8	Monthly Sales Flyer
463	ZG 	JULY/AUGUST 2014 ZAHN FLYER	N	20140701	7/1/2014	20140831	8/31/2014	AAL	C	8	Monthly Sales Flyer
464	DH 	AUGUST 2014 DENTAL FLYER	N	20140801	8/1/2014	20140831	8/31/2014	AAD	C	8	Monthly Sales Flyer
465	ZN 	NEWFOUNDLAND DENTURISTS MEET'G	N	20140804	8/4/2014	20140815	8/15/2014	AAL	C	6	Show Special
466	RT 	RED TAG OFFERS	N	20140828	8/28/2014	20140930	9/30/2014	AAD	C	14	Specialty Sales Flyer
467	DI 	SEPTEMBER 2014 DENTAL FLYER	N	20140901	9/1/2014	20140930	9/30/2014	AAD	C	8	Monthly Sales Flyer
468	MI 	SEPT/OCT 2014 MEDICAL FLYER	N	20140901	9/1/2014	20141031	10/31/2014	AAM	C	8	Monthly Sales Flyer
469	ZI 	SEPT/OCT 2014 ZAHN FLYER	N	20140901	9/1/2014	20141031	10/31/2014	AAL	C	8	Monthly Sales Flyer
470	WD 	WINNIPEG 2014 DENTALFEST	N	20140908	9/8/2014	20140911	9/11/2014	AAD	C	6	Show Special
471	SS 	SASKATCHEWAN SCIENTIFIC SESS'N	N	20140911	9/11/2014	20140919	9/19/2014	AAD	C	6	Show Special
472	OD 	OTTAWA 2014 DENTALFEST	N	20140915	9/15/2014	20140930	9/30/2014	AAD	C	6	Show Special
473	PV 	PUREVAC PROMO-TARGETED MAILER	N	20140915	9/15/2014	20141215	12/15/2014	AAD	C	15	Target Mailings
474	NW 	EDDS-NORTHWEST DENTAL EXPO	N	20140918	9/18/2014	20140930	9/30/2014	AAD	C	6	Show Special
475	OM 	ONTARIO DENTURIST MEETING 2014	N	20140918	9/18/2014	20140930	9/30/2014	AAL	C	6	Show Special
476	ST 	SPECTRUM PACIFIC SHOW 2014	N	20140920	9/20/2014	20140930	9/30/2014	AAL	C	6	Show Special
477	ZP 	SPECTRUM PACIFIC MEETING	N	20140920	9/20/2014	20140926	9/26/2014	AAL	C	6	Show Special
478	EX 	EXPODENT 2014	N	20140925	9/25/2014	20141002	10/2/2014	AAL	C	6	Show Special
479	DJ 	OCTOBER 2014 DENTAL FLYER	N	20141001	10/1/2014	20141031	10/31/2014	AAD	C	8	Monthly Sales Flyer
480	AE 	ATLANTIC EDUCATION DAY (ZAHN)	N	20141004	10/4/2014	20141008	10/8/2014	AAL	C	6	Show Special
481	BA 	BC DENTALFEST (OCT-DISCOUNT)	N	20141014	10/14/2014	20141031	10/31/2014	AAD	C	6	Show Special
482	BB 	BC DENTALFEST (OCT-GIFT)	N	20141014	10/14/2014	20141031	10/31/2014	AAD	C	6	Show Special
483	TH 	THUNDERBAY DENTALFEST	N	20141015	10/15/2014	20141021	10/21/2014	AAD	C	6	Show Special
484	DQ 	DENTECHNICA DU QUEBEC	N	20141017	10/17/2014	20141031	10/31/2014	AAL	C	6	Show Special
485	AM 	ALBERTA DENTURIST MEETING	N	20141024	10/24/2014	20141107	11/7/2014	AAL	C	6	Show Special
486	MP 	MONTREAL DENTAL SHOW-OCTOBER	N	20141024	10/24/2014	20141031	10/31/2014	AAD	C	6	Show Special
487	SD 	SPECTRUM DAY TORONTO	N	20141024	10/24/2014	20141107	11/7/2014	AAL	C	6	Show Special
488	CO 	CALGARY DENTALFEST (OCTOBER)	N	20141029	10/29/2014	20141031	10/31/2014	AAD	C	6	Show Special
489	DK 	NOVEMBER 2014 DENTAL FLYER	N	20141101	11/1/2014	20141130	11/30/2014	AAD	C	8	Monthly Sales Flyer
490	MK 	NOV/DEC 2014 MEDICAL FLYER	N	20141101	11/1/2014	20141231	12/31/2014	AAM	C	8	Monthly Sales Flyer
491	ZK 	NOV/DEC 2014 ZAHN FLYER	N	20141101	11/1/2014	20141231	12/31/2014	AAL	C	8	Monthly Sales Flyer
492	BC 	BC DENTALFEST (NOV-DISCOUNT)	N	20141101	11/1/2014	20141107	11/7/2014	AAD	C	6	Show Special
493	BE 	BC DENTALFEST (NOV-GIFT)	N	20141101	11/1/2014	20141107	11/7/2014	AAD	C	6	Show Special
494	CN 	CALGARY DENTALFEST (NOVEMBER)	N	20141101	11/1/2014	20141107	11/7/2014	AAD	C	6	Show Special
495	MN 	MONTREAL DENTAL SHOW-NOVEMBER	N	20141101	11/1/2014	20141114	11/14/2014	AAD	C	6	Show Special
496	W1 	WINTER CLINIC 2014-DISCOUNT	N	20141105	11/5/2014	20141121	11/21/2014	AAD	C	6	Show Special
497	W2 	WINTER CLINIC 2014-GIFT	N	20141105	11/5/2014	20141121	11/21/2014	AAD	C	6	Show Special
498	DL 	DECEMBER 2014 DENTAL FLYER	N	20141201	12/1/2014	20141231	12/31/2014	AAD	C	8	Monthly Sales Flyer
499	QG 	QUEBEC 2014 GALA	Y	20141201	12/1/2014	20141212	12/12/2014	AAD	C	6	Show Special
500	TM 	TELESALES-MEDICAL INSIDE SALES	N	20141210	12/10/2014	20401231	12/31/2040	AAM	A	10	Other
501	DA 	JANUARY 2015 DENTAL FLYER	N	20150101	1/1/2015	20150131	1/31/2015	AAD	C	6	Show Special
502	MA 	JAN/FEB 2015 MEDICAL FLYER	N	20150101	1/1/2015	20150228	2/28/2015	AAM	C	8	Monthly Sales Flyer
503	ZA 	JAN/FEB 2015 ZAHN FLYER	N	20150101	1/1/2015	20150228	2/28/2015	AAL	C	8	Monthly Sales Flyer
504	T3 	THUNDERBAY DENTAL RENDEZVOUS	N	20150128	1/28/2015	20150131	1/31/2015	AAD	C	6	Show Special
505	CM 	COL/WHA APLEX LOCATOR MAILER	N	20150201	2/1/2015	20150331	3/31/2015	AAD	C	15	Target Mailings
506	DB 	FEBRUARY 2015 DENTAL FLYER	N	20150201	2/1/2015	20150228	2/28/2015	AAD	C	8	Monthly Sales Flyer
507	T4 	THUNDERBAY DENTAL RENDEZBOUS	N	20150201	2/1/2015	20150205	2/5/2015	AAD	C	6	Show Special
508	C1 	MEDICAL CALENDAR FLYER (1)	N	20150219	2/19/2015	20150331	3/31/2015	AAM	C	10	Other
509	ZS 	SPRING MEETINGS 2015-ZAHN	N	20150225	2/25/2015	20150313	3/13/2015	AAL	C	10	Other
510	DC 	MARCH 2015 DENTAL FLYER	N	20150301	3/1/2015	20150331	3/31/2015	AAD	C	8	Monthly Sales Flyer
511	MC 	MAR/APR MEDICAL PROMOTIONS	N	20150301	3/1/2015	20150430	4/30/2015	AAM	C	8	Monthly Sales Flyer
512	PD 	PACIFIC DTL CONVENTION (PDC)	N	20150301	3/1/2015	20150320	3/20/2015	AAD	C	6	Show Special
513	ZC 	MAR/APR 2015 ZAHN FLYER	N	20150301	3/1/2015	20150430	4/30/2015	AAL	C	8	Monthly Sales Flyer
514	KD 	KINGSTON DENTAL FEST	N	20150325	3/25/2015	20150331	3/31/2015	AAD	C	6	Show Special
515	DD 	APRIL 2015 DENTAL FLYER	N	20150401	4/1/2015	20150430	4/30/2015	AAD	C	8	Monthly Sales Flyer
516	SO 	SPADENT TRIAL OFFER (APR-DEC)	N	20150401	4/1/2015	20151231	12/31/2015	AAD	C	10	Other
517	TR 	TECHNORAMA 2015	N	20150409	4/9/2015	20150417	4/17/2015	AAL	C	6	Show Special
518	MD 	MDA ANNUAL CONVENTION	N	20150415	4/15/2015	20150430	4/30/2015	AAD	C	6	Show Special
519	ZT 	EDMONTON TECHNICAL SPRING MTG	N	20150424	4/24/2015	20150501	5/1/2015	AAL	C	6	Show Special
520	O1 	ODA-APRIL 10% DISCOUNT	N	20150427	4/27/2015	20150430	4/30/2015	AAD	C	6	Show Special
521	O2 	ODA-APRIL GIFT	N	20150427	4/27/2015	20150430	4/30/2015	AAD	C	6	Show Special
522	DE 	MAY 2015 DENTAL FLYER	N	20150501	5/1/2015	20150531	5/31/2015	AAD	C	8	Monthly Sales Flyer
523	ME 	MAY/JUNE 2015 MEDICAL FLYER	N	20150501	5/1/2015	20150630	6/30/2015	AAM	C	8	Monthly Sales Flyer
524	O3 	ODA-MAY 10% DISCOUNT	N	20150501	5/1/2015	20150522	5/22/2015	AAD	C	6	Show Special
525	O4 	ODA-MAY GIFT	N	20150501	5/1/2015	20150522	5/22/2015	AAD	C	6	Show Special
526	ZE 	MAY/JUNE 2015 ZAHN FLYER	N	20150501	5/1/2015	20150630	6/30/2015	AAL	C	9	New Account Discount
527	A1 	ATLANTIC CANADA SHOW-GIFT(MAY)	N	20150513	5/13/2015	20150531	5/31/2015	AAD	C	6	Show Special
528	J1 	JDQ MAY 10% DISCOUNT PROMO	N	20150519	5/19/2015	20150531	5/31/2015	AAD	C	6	Show Special
529	J2 	JDQ MAY GIFT PROMO	N	20150519	5/19/2015	20150531	5/31/2015	AAD	C	6	Show Special
530	J3 	JDQ MAY LARGE EQUIP GIFT PROMO	N	20150519	5/19/2015	20150531	5/31/2015	AAD	C	6	Show Special
531	J7 	JDQ MAY 5% DISCOUNT PROMO	N	20150519	5/19/2015	20150531	5/31/2015	AAD	C	6	Show Special
532	ZJ 	ZAHN JDIQ 2015	N	20150522	5/22/2015	20150530	5/30/2015	AAL	C	6	Show Special
533	SW 	SPECTRUM WINNIPEG (ZAHN)	N	20150523	5/23/2015	20150605	6/5/2015	AAL	C	6	Show Special
534	DM 	DENTURIST ASSOC. OF BC MEETING	N	20150528	5/28/2015	20150605	6/5/2015	AAL	C	6	Show Special
535	A2 	ATLANTIC CANADA SHOW-GIFT(JUN)	N	20150601	6/1/2015	20150629	6/29/2015	AAD	C	6	Show Special
536	DF 	JUNE 2015 DENTAL FLYER	N	20150601	6/1/2015	20150630	6/30/2015	AAD	C	8	Monthly Sales Flyer
537	J4 	JDQ JUNE 10% DISCOUNT PROMO	N	20150601	6/1/2015	20150612	6/12/2015	AAD	C	6	Show Special
538	J5 	JDQ JUNE GIFT PROMO	N	20150601	6/1/2015	20150612	6/12/2015	AAD	C	6	Show Special
539	J6 	JDQ JUN LARGE EQUIP GIFT PROMO	N	20150601	6/1/2015	20150612	6/12/2015	AAD	C	6	Show Special
540	J8 	JDQ JUNE 5% DISCOUNT PROMO	N	20150601	6/1/2015	20150612	6/12/2015	AAD	C	6	Show Special
541	SK 	SASKATOON DENTALFEST	N	20150604	6/4/2015	20150612	6/12/2015	AAD	C	6	Show Special
542	DG 	JULY 2015 DENTAL FLYER	N	20150701	7/1/2015	20150731	7/31/2015	AAD	C	8	Monthly Sales Flyer
543	MG 	JULY 2015 MEDICAL FLYER	N	20150701	7/1/2015	20150731	7/31/2015	AAM	C	8	Monthly Sales Flyer
544	ZG 	JULY/AUGUST 2015 ZAHN FLYER	N	20150701	7/1/2015	20150831	8/31/2015	AAL	C	8	Monthly Sales Flyer
545	RT 	RED TAG DEALS-SUMMER 2015	N	20150720	7/20/2015	20150930	9/30/2015	AAD	C	14	Specialty Sales Flyer
546	CE 	CERAMIR FREE GOODS OFFER	N	20150725	7/25/2015	20150831	8/31/2015	AAD	C	10	Other
547	DH 	AUGUST 2015 DENTAL FLYER	N	20150801	8/1/2015	20150831	8/31/2015	AAD	C	8	Monthly Sales Flyer
548	MH 	AUGUST 2015 MEDICAL FLYER	N	20150801	8/1/2015	20150831	8/31/2015	AAM	C	8	Monthly Sales Flyer
549	C1 	CDA-AUGUST 2015	N	20150825	8/25/2015	20150831	8/31/2015	AAD	C	6	Show Special
550	BZ 	BRUXZIR PROMOTION	N	20150828	8/28/2015	20151231	12/31/2015	AAL	C	10	Other
551	C2 	CDA-SEPTEMBER 2015	N	20150901	9/1/2015	20150911	9/11/2015	AAD	C	6	Show Special
552	DI 	SEPTEMBER 2015 DENTAL FLYER	N	20150901	9/1/2015	20150930	9/30/2015	AAD	C	8	Monthly Sales Flyer
553	DR 	DIGITAL REFERENCE GUIDE	N	20150901	9/1/2015	20151231	12/31/2015	AAL	C	10	Other
554	MI 	SEPT/OCT 2015 MEDICAL FLYER	N	20150901	9/1/2015	20151031	10/31/2015	AAM	C	8	Monthly Sales Flyer
555	ZI 	SEPT/OCT 2015 ZAHN FLYER	N	20150901	9/1/2015	20151031	10/31/2015	AAL	C	8	Monthly Sales Flyer
556	RM 	REDTAG-MEDICAL (SEPT 2015)	N	20150908	9/8/2015	20150930	9/30/2015	AAM	C	10	Other
557	SC 	SASKATCHEWAN CONVENTION 2015	N	20150910	9/10/2015	20150925	9/25/2015	AAD	C	6	Show Special
558	NS 	NOVA SCOTIA DENTURIST ASSOC'15	N	20150911	9/11/2015	20150930	9/30/2015	AAL	C	10	Other
559	WD 	WINNIPEG DENTALFEST 2015	N	20150914	9/14/2015	20150922	9/22/2015	AAD	C	6	Show Special
560	SS 	SCIENTIFIC SESSION-VICTORIA BC	N	20150917	9/17/2015	20150929	9/29/2015	AAD	C	6	Show Special
561	AO 	ONTARIO DENTURIST ASSOC.2015	N	20150918	9/18/2015	20151009	10/9/2015	AAL	C	10	Other
562	SV 	VANCOUVER SPECTRUM 2015	N	20150920	9/20/2015	20151009	10/9/2015	AAL	C	10	Other
563	JP 	DR. JANG PERIO COURSE OFERS	N	20150922	9/22/2015	20151231	12/31/2015	AAD	C	10	Other
564	OD 	OTTAWA DENTALFEST 2015	N	20150922	9/22/2015	20150930	9/30/2015	AAD	C	6	Show Special
565	EA 	EDDS 2015 (SEPTEMBER)	N	20150923	9/23/2015	20150930	9/30/2015	AAD	C	6	Show Special
566	AD 	ALBERTA DENTURIST ASSOC.2015	N	20150925	9/25/2015	20151016	10/16/2015	AAL	C	10	Other
567	H1 	HALIFAX DENTALFEST-SEPT 2015	N	20150925	9/25/2015	20150930	9/30/2015	AAD	C	6	Show Special
568	DJ 	OCTOBER 2015 DENTAL FLYER	N	20151001	10/1/2015	20151031	10/31/2015	AAD	C	8	Monthly Sales Flyer
569	EB 	EDDS 2015 (OCTOBER)	N	20151001	10/1/2015	20151009	10/9/2015	AAD	C	6	Show Special
570	H2 	HALIFAX DENTALFEST-OCT 2015	N	20151001	10/1/2015	20151007	10/7/2015	AAD	C	6	Show Special
571	MD 	MEDICAL DEALS (FSC)	N	20151007	10/7/2015	20151231	12/31/2015	AAM	C	10	Other
572	VD 	VICTORIA DENTALFEST 2015	N	20151007	10/7/2015	20151016	10/16/2015	AAD	C	6	Show Special
573	ND 	NANAIMO DENTALFEST 2015	N	20151008	10/8/2015	20151016	10/16/2015	AAD	C	6	Show Special
574	FC 	FOOTCARE CLINIC-MEDICAL	N	20151010	10/10/2015	20151215	12/15/2015	AAM	C	14	Specialty Sales Flyer
575	BF 	BURNABY DENTALFEST 2015	N	20151013	10/13/2015	20151023	10/23/2015	AAD	C	6	Show Special
576	TB 	THUNDERBAY DENTALFEST 2015	N	20151013	10/13/2015	20151027	10/27/2015	AAD	C	6	Show Special
577	NC 	NAT 2015 CONVENTIONS (MEDICAL)	N	20151016	10/16/2015	20151024	10/24/2015	AAM	C	6	Show Special
578	QD 	DENTECHNICA DU QUEBEC 2015	N	20151016	10/16/2015	20151106	11/6/2015	AAL	C	10	Other
579	QF 	QUEBEC FALL SHOW COUPON	N	20151016	10/16/2015	20151031	10/31/2015	AAL	C	6	Show Special
580	QC 	QUEBEC CITY OPEN HOUSE	N	20151020	10/20/2015	20151030	10/30/2015	AAD	C	6	Show Special
581	QE 	QUEBEC CITY OPEN HOUSE 5% EZP	N	20151020	10/20/2015	20151030	10/30/2015	AAD	C	6	Show Special
582	SM 	SPECTRUM DAY TORONTO 2015	N	20151023	10/23/2015	20151113	11/13/2015	AAL	C	10	Other
583	CD 	CDHA (VICTORIA)	N	20151028	10/28/2015	20151031	10/31/2015	AAD	C	6	Show Special
584	CB 	CALGARY DENTALFEST OCT 2015	N	20151029	10/29/2015	20151031	10/31/2015	AAD	C	6	Show Special
585	CC 	CALGARY DENTALFEST NOV 2015	N	20151101	11/1/2015	20151106	11/6/2015	AAD	C	6	Show Special
586	CH 	CDHA (VICTORIA)	N	20151101	11/1/2015	20151106	11/6/2015	AAD	C	6	Show Special
587	DK 	NOVEMBER 2015 DENTAL FLYER	N	20151101	11/1/2015	20151130	11/30/2015	AAD	C	8	Monthly Sales Flyer
588	MK 	NOV/DEC 2015 MEDICAL FLYER	N	20151101	11/1/2015	20151231	12/31/2015	AAM	C	8	Monthly Sales Flyer
589	ZK 	NOV/DEC 2015 ZAHN FLYER	N	20151101	11/1/2015	20151231	12/31/2015	AAL	C	8	Monthly Sales Flyer
590	AT 	ATLANTIC CANADA PROMOTION	N	20151103	11/3/2015	20151127	11/27/2015	AAD	C	6	Show Special
591	MF 	MONTREAL FALL FESTIVAL	N	20151102	11/2/2015	20151113	11/13/2015	AAD	C	6	Show Special
592	M2 	MONTREAL FALL FESTIVAL 5% DISC	N	20151102	11/2/2015	20151113	11/13/2015	AAD	C	16	Web Promo
593	WC 	WINTER CLINIC 2015	N	20151102	11/2/2015	20151113	11/13/2015	AAD	C	6	Show Special
594	ZR 	ZIRLUX 50% DISCOUNT @ $4000	N	20151105	11/5/2015	20151226	12/26/2015	AAL	C	15	Target Mailings
595	ZU 	ZIRLUX 50% DISCOUNT @ $6000	N	20151105	11/5/2015	20151226	12/26/2015	AAL	C	15	Target Mailings
596	T1 	TELESALES CAVIWIPE OFFER	N	20151112	11/12/2015	20151231	12/31/2015	AAD	C	10	Other
597	ZB 	ZAHN  EQUIPMENT BUYERS GUIDE	N	20151120	11/20/2015	20160131	1/31/2016	AAL	A	10	Other
598	ZB 	ZAHN  EQUIPMENT BUYERS GUIDE	N	20151124	11/24/2015	20160131	1/31/2016	AAL	C	10	Other
599	BK 	BLACK FRIDAY EVENT (TORONTO)	N	20151127	11/27/2015	20151130	11/30/2015	AAD	C	10	Other
600	BR 	BRUXZIR 16 (10+4 OFFER) ZAHN	N	20151201	12/1/2015	20151231	12/31/2015	AAL	C	10	Other
601	CM 	CYBER MONDAY 2015 PROMOTIONS	N	20151130	11/30/2015	20151201	12/1/2015	AAD	C	16	Web Promo
602	DL 	DECEMBER 2015 DENTAL FLYER	N	20151201	12/1/2015	20151231	12/31/2015	AAD	C	8	Monthly Sales Flyer
603	PE 	PERIO IN THE PENINSULA STUDY	N	20151203	12/3/2015	20151209	12/9/2015	AAD	C	10	Other
604	VS 	VANCOUVER DISTRICT DTL SOCIETY	N	20151204	12/4/2015	20151211	12/11/2015	AAD	C	6	Show Special
605	DA 	JANUARY 2016 DENTAL FLYER	N	20160101	1/1/2016	20160131	1/31/2016	AAD	C	8	Monthly Sales Flyer
606	MA 	JANUARY 2016 MEDICAL FLYER	N	20160101	1/1/2016	20160131	1/31/2016	AAM	C	8	Monthly Sales Flyer
607	R1 	JAN/FEB 2016 MEDICAL REDTAG	N	20160101	1/1/2016	20160229	2/29/2016	AAM	C	10	Other
608	ZA 	JAN/FEB 2016 ZAHN FLYER	N	20160101	1/1/2016	20160229	2/29/2016	AAL	C	8	Monthly Sales Flyer
609	SD 	SPADENT TRIAL OFFER 2016	N	20160107	1/7/2016	20161231	12/31/2016	AAD	C	10	Other
610	M1 	MANITOBA DENTAL ASSOC (JAN)	N	20160125	1/25/2016	20160131	1/31/2016	AAD	C	6	Show Special
611	T2 	THUNDER BAY RENDEZVOUS (JAN)	N	20160125	1/25/2016	20160131	1/31/2016	AAD	C	6	Show Special
612	CG 	CHICAGO MIDWINTER PROMOTIONS	N	20160201	2/1/2016	20160305	3/5/2016	AAL	C	6	Show Special
613	DB 	FEBRUARY 2016 DENTAL FLYER	N	20160201	2/1/2016	20160229	2/29/2016	AAD	C	8	Monthly Sales Flyer
614	MB 	FEBRUARY 2016 MEDICAL FLYER	N	20160201	2/1/2016	20160229	2/29/2016	AAM	C	8	Monthly Sales Flyer
615	M3 	MANITOBA DENTAL ASSOC (FEB)	N	20160201	2/1/2016	20160205	2/5/2016	AAD	C	6	Show Special
616	T3 	THUNDER BAY RENDEZVOUS (FEB)	N	20160201	2/1/2016	20160205	2/5/2016	AAD	C	6	Show Special
617	IU 	IDENTAFI UNIT-T.O BRANCH OFFER	N	20160226	2/26/2016	20160304	3/4/2016	AAD	C	10	Other
618	MC 	MARCH 2016 MEDICAL FLYER	N	20160301	3/1/2016	20160331	3/31/2016	AAM	C	8	Monthly Sales Flyer
619	ZC 	MARCH/APRIL 2016 ZAHN FLYER	N	20160301	3/1/2016	20160430	4/30/2016	AAL	C	8	Monthly Sales Flyer
620	DC 	MARCH 2016 DENTAL FLYER	N	20160301	3/1/2016	20160331	3/31/2016	AAD	C	8	Monthly Sales Flyer
621	CP 	CROSSTEX PROGUARD SAMPLE OFFER	N	20160304	3/4/2016	20160415	4/15/2016	AAD	C	14	Specialty Sales Flyer
622	PD 	PDC 2016	N	20160307	3/7/2016	20160331	3/31/2016	AAD	C	6	Show Special
623	DT 	DTA OF BC VANCOUVER 2016	N	20160322	3/22/2016	20160331	3/31/2016	AAL	C	6	Show Special
624	DD 	APRIL 2016 DENTAL FLYER	N	20160401	4/1/2016	20160430	4/30/2016	AAD	C	8	Monthly Sales Flyer
625	MM 	APRIL 2016 MEDICAL FLYER	N	20160401	4/1/2016	20160430	4/30/2016	AAM	C	8	Monthly Sales Flyer
626	TC 	TECHNORAMA 2016	N	20160401	4/1/2016	20160422	4/22/2016	AAL	C	6	Show Special
627	QA 	QUEBEC ANESTHETIC PROMO (2016)	N	20160412	4/12/2016	20160430	4/30/2016	AAD	C	10	Other
628	QC 	QUEBEC COMPOSITE PROMO (2016)	N	20160412	4/12/2016	20160430	4/30/2016	AAD	C	16	Web Promo
629	KS 	KINGSTON DENTALFEST 2016	N	20160413	4/13/2016	20160419	4/19/2016	AAD	C	6	Show Special
630	UP 	THE WAND TRY&BUY EPS USE ONLY	N	20160420	4/20/2016	20160930	9/30/2016	AAD	C	10	Other
631	UQ 	THE WAND EXTRA TRAINING	N	20160420	4/20/2016	20160930	9/30/2016	AAD	C	10	Other
632	O1 	ODA 2016 (APRIL 10% DISCOUNT)	N	20160421	4/21/2016	20160430	4/30/2016	AAD	C	6	Show Special
633	O2 	ODA 2016 (APRIL-PREMIUM GIFT)	N	20160421	4/21/2016	20160430	4/30/2016	AAD	C	6	Show Special
634	J1 	PRE-JDQ>QUE ONLY (APRIL) 10%	N	20160428	4/28/2016	20160430	4/30/2016	AAD	C	6	Show Special
635	J2 	PRE-JDQ>QUE ONLY (APRIL) 5%	N	20160428	4/28/2016	20160430	4/30/2016	AAD	C	6	Show Special
636	DE 	MAY 2016 DENTAL FLYER	N	20160501	5/1/2016	20160531	5/31/2016	AAD	C	8	Monthly Sales Flyer
637	J3 	PRE-JDQ>QUE ONLY (MAY) 10%	N	20160501	5/1/2016	20160513	5/13/2016	AAD	C	6	Show Special
638	J4 	PRE-JDQ>QUE ONLY (MAY) 5%	N	20160501	5/1/2016	20160513	5/13/2016	AAD	C	6	Show Special
639	ME 	MAY 2016 MEDICAL FLYER	N	20160501	5/1/2016	20160531	5/31/2016	AAM	C	8	Monthly Sales Flyer
640	O3 	ODA 2016 (MAY 10% DISCOUNT)	N	20160501	5/1/2016	20160521	5/21/2016	AAD	C	6	Show Special
641	O4 	ODA 2016 (MAY-PREMIUM GIFT)	N	20160501	5/1/2016	20160521	5/21/2016	AAD	C	6	Show Special
642	ZE 	MAY/JUNE 2016 ZAHN FLYER	N	20160501	5/1/2016	20160630	6/30/2016	AAL	C	8	Monthly Sales Flyer
643	ES 	ESSENTIALS PROMOTION	N	20160505	5/5/2016	20160630	6/30/2016	AAD	C	10	Other
644	BT 	BLUTAB INFECT'N CONTROL SEMINR	N	20160513	5/13/2016	20160630	6/30/2016	AAD	C	10	Other
645	AL 	ALBERTA DENTURIST SHOW 2016	N	20160517	5/17/2016	20160524	5/24/2016	AAL	C	6	Show Special
646	J5 	JDQ (MAY) 10% DISCOUNT	N	20160520	5/20/2016	20160531	5/31/2016	AAD	C	6	Show Special
647	J6 	JDQ (MAY) 5% DISCOUNT	N	20160520	5/20/2016	20160531	5/31/2016	AAD	C	6	Show Special
648	J9 	ZAHN CANADA JDQ 2016	N	20160530	5/30/2016	20160610	6/10/2016	AAL	C	6	Show Special
649	DF 	JUNE 2016 DENTAL FLYER	N	20160601	6/1/2016	20160630	6/30/2016	AAD	C	8	Monthly Sales Flyer
650	J7 	JDQ (JUNE) 10% DISCOUNT	N	20160601	6/1/2016	20160617	6/17/2016	AAD	C	6	Show Special
651	J8 	JDQ (JUNE) 5% DISCOUNT	N	20160601	6/1/2016	20160617	6/17/2016	AAD	C	6	Show Special
652	MJ 	JUNE 2016 MEDICAL FLYER	N	20160601	6/1/2016	20160630	6/30/2016	AAM	C	8	Monthly Sales Flyer
653	MR 	MEDICAL REDTAG-JUNE 2016	N	20160601	6/1/2016	20160630	6/30/2016	AAM	C	10	Other
654	JA 	JDQ COPY OVER OF MAY-10% DISC	N	20160603	6/3/2016	20160614	6/14/2016	AAD	C	6	Show Special
655	JB 	JDQ COPY OVER OF MAY-5% DISC	N	20160603	6/3/2016	20160614	6/14/2016	AAD	C	6	Show Special
656	A1 	ATLANTIC SHOW 2016-10% DISC	N	20160604	6/4/2016	20160629	6/29/2016	AAD	C	6	Show Special
657	A2 	ATLANTIC SHOW 2016-GIFT OFFER	N	20160604	6/4/2016	20160629	6/29/2016	AAD	C	6	Show Special
658	PF 	PERFECTING YOUR PRACTICE 2016	N	20160616	6/16/2016	20160630	6/30/2016	AAL	C	6	Show Special
659	DG 	JULY 2016 DENTAL FLYER	N	20160701	7/1/2016	20160731	7/31/2016	AAD	C	8	Monthly Sales Flyer
660	MG 	JULY 2016 MEDICAL FLYER	N	20160701	7/1/2016	20160731	7/31/2016	AAM	C	8	Monthly Sales Flyer
661	ZG 	JULY/AUGUST 2016 ZAHN FLYER	N	20160701	7/1/2016	20160831	8/31/2016	AAL	C	8	Monthly Sales Flyer
662	ZS 	ZAHN GLOVE SUMMER SIZZLER 2016	N	20160722	7/22/2016	20160831	8/31/2016	AAL	C	10	Other
663	S1 	SARHAN PRICING-DENTSPLY ITEMS	Y	20160728	7/28/2016	20401231	12/31/2040	AAD	A	17	Vendor Sponsored Program
664	DH 	AUGUST 2016 DENTAL FLYER	N	20160801	8/1/2016	20160831	8/31/2016	AAD	C	8	Monthly Sales Flyer
665	DI 	SEPTEMBER 2016 DENTAL FLYER	N	20160901	9/1/2016	20160930	9/30/2016	AAD	C	8	Monthly Sales Flyer
666	MI 	SEPTEMBER MEDICAL FLYER	N	20160901	9/1/2016	20160930	9/30/2016	AAM	C	8	Monthly Sales Flyer
667	ZI 	SEPT/OCT 2016 ZAHN FLYER	N	20160901	9/1/2016	20161031	10/31/2016	AAL	C	8	Monthly Sales Flyer
668	ZL 	ZIRLUX PROMO PRICING-SEP/OCT	N	20160902	9/2/2016	20161031	10/31/2016	AAL	C	10	Other
669	AW 	ADEW-ATLANTIC EDUCATION WEEK	N	20160913	9/13/2016	20160926	9/26/2016	AAD	C	6	Show Special
670	WD 	WINNIPEG 2016 DENTALFEST	N	20160912	9/12/2016	20160926	9/26/2016	AAD	C	6	Show Special
671	SC 	SASKATCHEWAN SCIENCE SHOW 2016	N	20160915	9/15/2016	20160923	9/23/2016	AAD	C	6	Show Special
672	ZM 	ZAHN 2016 MEETINGS/CONVENTIONS	N	20160916	9/16/2016	20161104	11/4/2016	AAL	C	6	Show Special
